"Title","Description","RDataPath","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass"
"Tabula Muris Senis FACS Thymus rowData","Gene annotation for the Tabula Muris Senis FACS Thymus scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Thymus_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Thymus PCA","PCA representation for the Tabula Muris Senis FACS Thymus scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Thymus_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Thymus tSNE","tSNE representation for the Tabula Muris Senis FACS Thymus scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Thymus_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Thymus UMAP","UMAP representation for the Tabula Muris Senis FACS Thymus scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Thymus_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Trachea colData","Sample metadata for the Tabula Muris Senis FACS Trachea scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Trachea_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Trachea counts","Count matrix for the Tabula Muris Senis FACS Trachea scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Trachea_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Trachea processed counts","Processed count matrix for the Tabula Muris Senis FACS Trachea scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Trachea_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Trachea rowData","Gene annotation for the Tabula Muris Senis FACS Trachea scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Trachea_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Trachea PCA","PCA representation for the Tabula Muris Senis FACS Trachea scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Trachea_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Trachea tSNE","tSNE representation for the Tabula Muris Senis FACS Trachea scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Trachea_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Trachea UMAP","UMAP representation for the Tabula Muris Senis FACS Trachea scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Trachea_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS GAT colData","Sample metadata for the Tabula Muris Senis FACS GAT scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/GAT_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS GAT counts","Count matrix for the Tabula Muris Senis FACS GAT scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/GAT_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS GAT processed counts","Processed count matrix for the Tabula Muris Senis FACS GAT scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/GAT_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS GAT rowData","Gene annotation for the Tabula Muris Senis FACS GAT scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/GAT_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS GAT PCA","PCA representation for the Tabula Muris Senis FACS GAT scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/GAT_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS GAT tSNE","tSNE representation for the Tabula Muris Senis FACS GAT scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/GAT_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS GAT UMAP","UMAP representation for the Tabula Muris Senis FACS GAT scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/GAT_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS SCAT colData","Sample metadata for the Tabula Muris Senis FACS SCAT scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/SCAT_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS SCAT counts","Count matrix for the Tabula Muris Senis FACS SCAT scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/SCAT_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS SCAT processed counts","Processed count matrix for the Tabula Muris Senis FACS SCAT scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/SCAT_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS SCAT rowData","Gene annotation for the Tabula Muris Senis FACS SCAT scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/SCAT_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS SCAT PCA","PCA representation for the Tabula Muris Senis FACS SCAT scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/SCAT_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS SCAT tSNE","tSNE representation for the Tabula Muris Senis FACS SCAT scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/SCAT_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS SCAT UMAP","UMAP representation for the Tabula Muris Senis FACS SCAT scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/SCAT_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Bladder colData","Sample metadata for the Tabula Muris Senis FACS Bladder scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Bladder_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Bladder counts","Count matrix for the Tabula Muris Senis FACS Bladder scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Bladder_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Bladder processed counts","Processed count matrix for the Tabula Muris Senis FACS Bladder scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Bladder_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Bladder rowData","Gene annotation for the Tabula Muris Senis FACS Bladder scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Bladder_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Bladder PCA","PCA representation for the Tabula Muris Senis FACS Bladder scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Bladder_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Bladder tSNE","tSNE representation for the Tabula Muris Senis FACS Bladder scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Bladder_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Bladder UMAP","UMAP representation for the Tabula Muris Senis FACS Bladder scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Bladder_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Lung colData","Sample metadata for the Tabula Muris Senis FACS Lung scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Lung_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Lung counts","Count matrix for the Tabula Muris Senis FACS Lung scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Lung_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Lung processed counts","Processed count matrix for the Tabula Muris Senis FACS Lung scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Lung_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Lung rowData","Gene annotation for the Tabula Muris Senis FACS Lung scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Lung_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Lung PCA","PCA representation for the Tabula Muris Senis FACS Lung scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Lung_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Lung tSNE","tSNE representation for the Tabula Muris Senis FACS Lung scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Lung_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Lung UMAP","UMAP representation for the Tabula Muris Senis FACS Lung scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Lung_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Mammary_Gland colData","Sample metadata for the Tabula Muris Senis FACS Mammary_Gland scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Mammary_Gland_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Mammary_Gland counts","Count matrix for the Tabula Muris Senis FACS Mammary_Gland scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Mammary_Gland_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Mammary_Gland processed counts","Processed count matrix for the Tabula Muris Senis FACS Mammary_Gland scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Mammary_Gland_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Mammary_Gland rowData","Gene annotation for the Tabula Muris Senis FACS Mammary_Gland scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Mammary_Gland_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Mammary_Gland PCA","PCA representation for the Tabula Muris Senis FACS Mammary_Gland scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Mammary_Gland_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Mammary_Gland tSNE","tSNE representation for the Tabula Muris Senis FACS Mammary_Gland scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Mammary_Gland_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Mammary_Gland UMAP","UMAP representation for the Tabula Muris Senis FACS Mammary_Gland scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Mammary_Gland_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Pancreas colData","Sample metadata for the Tabula Muris Senis FACS Pancreas scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Pancreas_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Pancreas counts","Count matrix for the Tabula Muris Senis FACS Pancreas scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Pancreas_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Pancreas processed counts","Processed count matrix for the Tabula Muris Senis FACS Pancreas scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Pancreas_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Pancreas rowData","Gene annotation for the Tabula Muris Senis FACS Pancreas scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Pancreas_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Pancreas PCA","PCA representation for the Tabula Muris Senis FACS Pancreas scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Pancreas_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Pancreas tSNE","tSNE representation for the Tabula Muris Senis FACS Pancreas scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Pancreas_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Pancreas UMAP","UMAP representation for the Tabula Muris Senis FACS Pancreas scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Pancreas_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Skin colData","Sample metadata for the Tabula Muris Senis FACS Skin scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Skin_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Skin counts","Count matrix for the Tabula Muris Senis FACS Skin scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Skin_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Skin processed counts","Processed count matrix for the Tabula Muris Senis FACS Skin scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Skin_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Skin rowData","Gene annotation for the Tabula Muris Senis FACS Skin scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Skin_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Skin PCA","PCA representation for the Tabula Muris Senis FACS Skin scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Skin_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Skin tSNE","tSNE representation for the Tabula Muris Senis FACS Skin scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Skin_tsne.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Skin UMAP","UMAP representation for the Tabula Muris Senis FACS Skin scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Skin_umap.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
"Tabula Muris Senis FACS Tongue colData","Sample metadata for the Tabula Muris Senis FACS Tongue scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Tongue_coldata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Tongue counts","Count matrix for the Tabula Muris Senis FACS Tongue scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Tongue_counts.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Tongue processed counts","Processed count matrix for the Tabula Muris Senis FACS Tongue scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Tongue_processed.h5","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","H5File","H5File"
"Tabula Muris Senis FACS Tongue rowData","Gene annotation for the Tabula Muris Senis FACS Tongue scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Tongue_rowdata.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","DFrame","Rds"
"Tabula Muris Senis FACS Tongue PCA","PCA representation for the Tabula Muris Senis FACS Tongue scRNA-seq dataset","TabulaMurisSenisData/tabula-muris-senis-facs/Tongue_pca.rds","3.14","GRCm38","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","","Mus musculus","10090",NA,"The Tabula Muris Consortium","Charlotte Soneson <charlottesoneson@gmail.com>","matrix","Rds"
